ID,SubjectID,UniqueID,SP,TwinID,MilkDataProcessed_SubjectID,Sex,Race,Year,HowOftenDrinkMilk,DrinkMilk,TestDate,TestingDay,TestingAge,Status_SelfReported,Status_Genotyped,MZDZ,Same_sex,Co_TwinID,HigherFatMilk_temp,LowerFatMilk_temp,TotalCorrect,Correct_FatFirst,Correct_FatSecond,Pyrophosphate_Sweet,Pyrophosphate_Salty,Pyrophosphate_Sour,Pyrophosphate_Bitter,Pyrophosphate_Burn,Pyrophosphate_Like,Pyrophosphate_Intense,Sucralose_Sweet,Sucralose_Salty,Sucralose_Sour,Sucralose_Bitter,Sucralose_Burn,Sucralose_Like,Sucralose_Intense,Chip_1_Fatty,Chip_1_Salty,Chip_1_Crispy,Chip_1_Like,Chip_2_Fatty,Chip_2_Salty,Chip_2_Crispy,Chip_2_Like,Chip_3_Fatty,Chip_3_Salty,Chip_3_Crispy,Chip_3_Like,Chip_4_Fatty,Chip_4_Salty,Chip_4_Crispy,Chip_4_Like,Odor_1_Smell,Odor_1_Like,Odor_1_Intense,Odor_2_Smell,Odor_2_Like,Odor_2_Intense,Menthol_Sweet,Menthol_Salty,Menthol_Sour,Menthol_Bitter,Menthol_Burn,Menthol_Cool,Menthol_Liking,Menthol_Intense,Capsaicin_Sweet,Capsaicin_Salty,Capsaicin_Sour,Capsaicin_Bitter,Capsaicin_Burn,Capsaicin_Cool,Capsaicin_Liking,Capsaicin_Intense,2.5%CornOilNoFA_Fatty,2.5%CornOilNoFA_Salty,2.5%CornOilNoFA_Crispy,2.5%CornOilNoFA_Liking,15%CornOilNoFA_Fatty,15%CornOilNoFA_Salty,15%CornOilNoFA_Crispy,15%CornOilNoFA_Liking,5%CornOilNoFA_Fatty,5%CornOilNoFA_Salty,5%CornOilNoFA_Crispy,5%CornOilNoFA_Liking,10%CornOilNoFA_Fatty,10%CornOilNoFA_Salty,10%CornOilNoFA_Crispy,10%CornOilNoFA_Liking,5%CornOil_02%Palmitic_Fatty,5%CornOil_02%Palmitic_Salty,5%CornOil_02%Palmitic_Crispy,5%CornOil_02%Palmitic_Liking,2.5%CornOil_02%Palmitic_Fatty,2.5%CornOil_02%Palmitic_Salty,2.5%CornOil_02%Palmitic_Crispy,2.5%CornOil_02%Palmitic_Liking,Water_Cool1,Sucrose_Cool2,NaCl_Cool3,PTC_Cool9,PTC_Bitter9,PTC_Intense9,PTC_Like9,Stevia_Like17,Sucrose_Like2,Sucrose_Sweet2
997,TWA997,TW-629,1,1,,M,1,,,,8/4/2012,Saturday,24,MZ,,MZ,same,TWA998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0,3.8,,5.2,5.6
998,TWA998,TW-630,1,2,,M,1,,,,8/4/2012,Saturday,24,MZ,,MZ,same,TWA997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.8,,5.9,6.7
999,TWA999,TW-310,1,2,,F,1,,,,8/4/2012,Saturday,30,MZ,,MZ,same,TWA1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,5.4,0.7,,7.6,6.7
1000,TWA1000,TW-309,1,1,,F,1,,,,8/4/2012,Saturday,30,MZ,,MZ,Same,TWA999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,6.9,0.6,,7.3,7.4
1001,TWA1001,TW-631,1,1,,F,1,,,,8/4/2012,Saturday,20,MZ,,MZ,Same,TWA1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,7.6,0,,4.6,7.5
1002,TWA1002,TW-632,1,2,,F,1,,,,8/4/2012,Saturday,20,MZ,,MZ,Same,TWA1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,7.2,0.2,,3.6,7.1
1003,TWA1003,TW-633,1,1,,F,4,,,,8/4/2012,Saturday,49,MZ,,MZ,Same,TWA1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,7.2,0,,6.7,5.5
1004,TWA1004,TW-634,1,2,,F,4,,,,8/4/2012,Saturday,49,MZ,,MZ,Same,TWA1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,7.5,0.1,,5.9,6
1005,TWA1005,TW-635,1,1,,F,1,,,,8/4/2012,Saturday,29,Don't Know,,Don't Know,Same,TWA1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,5.2,0,,5.3,5.5
1006,TWA1006,TW-636,1,2,,F,1,,,,8/4/2012,Saturday,29,Don't Know,,Don't Know,Same,TWA1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,7.6,0,,3.8,5
1007,TWA1007,TW-637,1,1,,M,1,,,,8/4/2012,Saturday,23,MZ,,MZ,Same,TWA1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,5.5,0.5,,5.1,3.5
1008,TWA1008,TW-638,1,2,,M,1,,,,8/4/2012,Saturday,23,MZ,,MZ,Same,TWA1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,5.2,0.9,,3.9,5.3
1009,TWA1009,TW-639,1,1,,F,1,,,,8/4/2012,Saturday,19,MZ,,MZ,Same,TWA1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,6.7,0,,4,6.1
1010,TWA1010,TW-640,3,2,,F,1,,,,8/4/2012,Saturday,19,MZ,,MZ,Same,TWA1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,3.8,0,,0,0
1011,TWA1011,TW-641,1,1,,F,1,,,,8/4/2012,Saturday,29,MZ,,MZ,Same,TWA1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,3.1,0.6,,3.8,4.5
1012,TWA1012,TW-642,1,2,,F,1,,,,8/4/2012,Saturday,29,MZ,,MZ,Same,TWA1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1.2,3.9,,4.6,5.4
1013,TWA1013,TW-643,1,1,,F,1,,,,8/4/2012,Saturday,38,MZ,,MZ,Same,TWA1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,7.2,0,,7.1,7.3
1014,TWA1014,TW-644,1,2,,F,1,,,,8/4/2012,Saturday,38,MZ,,MZ,Same,TWA1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,7.9,0.2,,6.2,6.5
1015,TWA1015,TW-315,1,1,,F,1,,,,8/4/2012,Saturday,79,MZ,,MZ,Same,TWA1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,3.9,0.5,,3.8,0.8
1016,TWA1016,TW-316,1,2,,F,1,,,,8/4/2012,Saturday,79,MZ,,MZ,Same,TWA1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3.4,3.6,,3.8,6.6
1017,TWA1017,TW-645,1,1,,F,1,,,,8/4/2012,Saturday,18,MZ,,MZ,Same,TWA1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0,3.8,,1.8,6.1
1018,TWA1018,TW-646,1,2,,F,1,,,,8/4/2012,Saturday,18,MZ,,MZ,Same,TWA1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.8,,3.8,6.3
1019,TWA1019,TW-647,1,1,,F,1,,,,8/4/2012,Saturday,54,MZ,,MZ,Same,TWA1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,3.5,0.2,,4.3,7.2
1020,TWA1020,TW-648,1,2,,F,1,,,,8/4/2012,Saturday,54,MZ,,MZ,Same,TWA1019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,6,0.4,,5.8,2.7
1021,TWA1021,TW-649,1,1,,M,1,,,,8/4/2012,Saturday,18,MZ,,MZ,Same,TWA1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.4,3.8,,3.8,3.6
1022,TWA1022,TW-650,1,2,,M,1,,,,8/4/2012,Saturday,18,MZ,,MZ,Same,TWA1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.1,0.4,,2.1,5.9
1023,TWA1023,TW-651,1,1,,M,1,,,,8/4/2012,Saturday,48,MZ,,MZ,Same,TWA1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,7.6,0.2,,5.3,5.6
1024,TWA1024,TW-652,1,2,,M,1,,,,8/4/2012,Saturday,48,MZ,,MZ,Same,TWA1023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,4.1,0.2,,6.9,7.5
1025,TWA1025,TW-426,1,2,,M,1,,,,8/4/2012,Saturday,47,MZ,,MZ,Same,TWA1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,6.5,0.5,,5.8,1.6
1026,TWA1026,TW-425,1,1,,M,1,,,,8/4/2012,Saturday,47,MZ,,MZ,Same,TWA1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,7.4,0,,4.7,3.8
1027,TWA1027,TW-427,1,1,,M,1,,,,8/4/2012,Saturday,36,MZ,,MZ,Same,TWA1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5.7,,3.8,4.9
1028,TWA1028,TW-428,1,2,,M,1,,,,8/4/2012,Saturday,36,MZ,,MZ,Same,TWA1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.8,,3.8,7.5
1029,TWA1029,TW-175,1,1,,F,1,,,,8/4/2012,Saturday,44,MZ,,MZ,Same,TWA1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,6,0,,4.6,2.2
1030,TWA1030,TW-176,1,2,,F,1,,,,8/4/2012,Saturday,44,MZ,,MZ,Same,TWA1029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.9,2.1,,7.6,4.1
1031,TWA1031,TW-520,1,2,,F,1,,,,8/4/2012,Saturday,29,MZ,,MZ,Same,TWA1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,3.9,0.1,,4.1,3
1032,TWA1032,TW-519,1,1,,F,1,,,,8/4/2012,Saturday,29,MZ,,MZ,Same,TWA1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,5,0,,4.1,1.8
1033,TWA1033,TW-653,1,1,,M,1,,,,8/4/2012,Saturday,25,MZ,,MZ,Same,TWA1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5.7,,7,5.3
1034,TWA1034,TW-654,1,2,,M,1,,,,8/4/2012,Saturday,25,MZ,,MZ,Same,TWA1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0.1,3.7,,3.8,7
1035,TWA1035,TW-655,,1,,F,1,,,,8/4/2012,Saturday,21,DZ,,DZ,Same,TWA1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,TWA1036,TW-656,,2,,F,1,,,,8/4/2012,Saturday,21,DZ,,DZ,Same,TWA1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,TWA1037,TW-435,1,1,,F,4,,,,8/4/2012,Saturday,67,MZ,,MZ,Same,TWA1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,2.5,4.2,,1,0.5
1038,TWA1038,TW-436,1,2,,F,4,,,,8/4/2012,Saturday,67,MZ,,MZ,Same,TWA1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,3.5,1.6,,3.4,1
1039,TWA1039,TW-657,1,1,,F,1,,,,8/4/2012,Saturday,44,MZ,,MZ,Same,TWA1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,7.5,0.1,,5.5,3.1
1040,TWA1040,TW-658,1,2,,F,1,,,,8/4/2012,Saturday,44,MZ,,MZ,Same,TWA1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,7.6,0.2,,1.8,4.1
1041,TWA1041,TW-659,1,1,,M,1,,,,8/4/2012,Saturday,30,MZ,,MZ,Same,TWA1042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.2,6.1,,6.6,6
1042,TWA1042,TW-660,1,2,,M,1,,,,8/4/2012,Saturday,30,MZ,,MZ,Same,TWA1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0,3.8,,6.5,7.1
1043,TWA1043,TW-661,1,1,,F,1,,,,8/4/2012,Saturday,26,MZ,,MZ,Same,TWA1044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,6.6,0.1,,0.4,4
1044,TWA1044,TW-662,1,2,,F,1,,,,8/4/2012,Saturday,26,MZ,,MZ,Same,TWA1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,7.6,0,,5.1,5.2
1045,TWA1045,TW-663,1,1,,F,1,,,,8/4/2012,Saturday,53,MZ,,MZ,Same,TWA1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,7.2,0.1,,6.6,3.7
1046,TWA1046,TW-664,1,2,,F,1,,,,8/4/2012,Saturday,53,MZ,,MZ,Same,TWA1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,3.8,0.2,,6.2,6.4
1047,TWA1047,TW-665,1,1,,F,1,,,,8/4/2012,Saturday,46,MZ,,MZ,Same,TWA1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6.7,0.5,,1.9,3
1048,TWA1048,TW-666,1,2,,F,1,,,,8/4/2012,Saturday,46,MZ,,MZ,Same,TWA1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,3.8,2.8
1049,TWA1049,TW-667,1,1,,M,1,,,,8/4/2012,Saturday,50,MZ,,MZ,Same,TWA1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,6.5,0.4,,5.1,3.9
1050,TWA1050,TW-668,1,2,,M,1,,,,8/4/2012,Saturday,50,MZ,,MZ,Same,TWA1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,6.4,0.3,,3.2,4.6
1051,TWA1051,TW-669,,1,,BLANK,9,,,,8/4/2012,Saturday,,,,,,TWA1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,TWA1052,TW-670,,2,,BLANK,9,,,,8/4/2012,Saturday,,,,,,TWA1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,TWA1053,TW-671,1,1,,M,1,,,,8/4/2012,Saturday,25,DZ,,DZ,Same,TWA1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.2,6,,7.1,7.1
1054,TWA1054,TW-672,1,2,,M,1,,,,8/4/2012,Saturday,25,DZ,,DZ,Same,TWA1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,7.5,0.6,,1.8,3.8
1055,TWA1055,TW-4,1,2,,F,1,,,,8/4/2012,Saturday,34,MZ,,MZ,Same,TWA1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,6,0,,7.6,7.6
1056,TWA1056,TW-3,1,1,,F,1,,,,8/4/2012,Saturday,34,MZ,,MZ,Same,TWA1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,6.5,0.1,,7.6,7.5
1057,TWA1057,TW-79,1,1,,F,1,,,,8/4/2012,Saturday,65,MZ,,MZ,Same,TWA1058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.8,,3.8,5.8
1058,TWA1058,TW-80,1,2,,F,1,,,,8/4/2012,Saturday,65,MZ,,MZ,Same,TWA1057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,3.9,7,,6.3,6.3
1059,TWA1059,TW-673,1,1,,M,1,,,,8/4/2012,Saturday,25,MZ,,MZ,Same,TWA1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,7.6,0,,3.7,2
1060,TWA1060,TW-674,1,2,,M,1,,,,8/4/2012,Saturday,25,MZ,,MZ,Same,TWA1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,7.6,0,,0,2.5
1061,TWA1061,TW-675,1,1,,F,1,,,,8/4/2012,Saturday,20,MZ,,MZ,Same,TWA1062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,6.9,0.1,,5.3,6.2
1062,TWA1062,TW-676,1,2,,F,1,,,,8/4/2012,Saturday,20,MZ,,MZ,Same,TWA1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,6.2,0.4,,5.4,6.4
1063,TWA1063,TW-36,1,2,,F,4,,,,8/4/2012,Saturday,55,MZ,,MZ,Same,TWA1064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,6.6,0.4,,6.5,6.8
1064,TWA1064,TW-35,1,1,,F,4,,,,8/4/2012,Saturday,55,MZ,,MZ,Same,TWA1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,6.1,0.9,,1.1,7.1
1065,TWA1065,TW-677,1,1,,F,1,,,,8/4/2012,Saturday,18,MZ,,MZ,Same,TWA1066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,5.4,0.1,,0.1,7.2
1066,TWA1066,TW-678,1,2,,F,1,,,,8/4/2012,Saturday,18,MZ,,MZ,Same,TWA1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,7.1,0.1,,4.9,7.4
1067,TWA1067,TW-502,1,2,,F,1,,,,8/4/2012,Saturday,52,MZ,,MZ,Same,TWA1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.9,,7.5,7.6
1068,TWA1068,TW-501,1,1,,F,1,,,,8/4/2012,Saturday,52,MZ,,MZ,Same,TWA1067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.4,,6.1,4.9
1069,TWA1069,TW-679,1,1,,M,3,,,,8/4/2012,Saturday,35,MZ,,MZ,Same,TWA1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7.5,,7.6,6.6
1070,TWA1070,TW-680,1,2,,M,3,,,,8/4/2012,Saturday,35,MZ,,MZ,Same,TWA1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2,4.8,,7,4.8
1071,TWA1071,TW-87,1,1,,F,4,,,,8/4/2012,Saturday,56,MZ,,MZ,Same,TWA1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,7.4,0.2,,4.9,7.5
1072,TWA1072,TW-88,1,2,,F,4,,,,8/4/2012,Saturday,56,MZ,,MZ,Same,TWA1071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,7,1,,6.5,7.2
1073,TWA1073,TW-681,1,1,,F,1,,,,8/4/2012,Saturday,18,MZ,,MZ,Same,TWA1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.4,3.8,,6.2,6.9
1074,TWA1074,TW-682,1,2,,F,1,,,,8/4/2012,Saturday,18,MZ,,MZ,Same,TWA1073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,3.8,,4.4,6.9
1075,TWA1075,TW-683,1,1,,F,1,,,,8/4/2012,Saturday,54,MZ,,MZ,Same,TWA1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.7,,4.4,0.9
